Ziffer,Text
02.0120," Nichtärztliche Diagnostik und Therapie in der Psychiatrie, Paarsetting, pro 5 Min. "
02.0130," Nichtärztliche Diagnostik und Therapie in der Psychiatrie, Familiensetting, pro 5 Min. "
02.0140," Nichtärztliche Diagnostik und Therapie in der Psychiatrie, Gruppensetting, pro 5 Min. "
02.0150," Telefonische Konsultation durch behandelnden Psychologen/Psychotherapeuten bei Personen über 6 Jahren und unter 75 Jahren, pro 5 Min. "
02.0155," Telefonische Konsultation durch behandelnden Psychologen/Psychotherapeuten bei Kindern unter 6 Jahren und Personen über 75 Jahren, pro 5 Min. "
02.0156," Telefonische Konsultation durch behandelnden Psychologen/Psychotherapeuten bei Personen über 6 Jahren und unter 75 Jahren mit einem erhöhten Behandlungsbedarf, pro 5 Min. "
02.0160,  -   
02.0161," Aktenstudium in Abwesenheit des Patienten durch behandelnden Psychologen/Psychotherapeuten, pro 1 Min. "
02.0162," Erkundigungen bei Dritten in Abwesenheit des Patienten durch den behandelnen Psychologen/Psychotherapeuten, pro 1 Min. "
02.0163," Auskünfte an Angehörige oder andere Bezugspersonen des Patienten in Abwesenheit des Patienten durch den behandelnen Psychologen/Psychotherapeuten, pro 1 Min. "
02.0164," Besprechungen mit Therapeuten und Betreuern ausserhalb der regelmässigen Rapporte, in Abwesenheit des Patienten durch den behandelnen Psychologen/Psychotherapeuten, pro 1 Min. "
02.0165," Auswertung von Tests in Abwesenheit des Patienten durch den behandelnen Psychologen/Psychotherapeuten, pro 1 Min. "
02.0166," Verfassen von ausführlichen Berichten, sofern nicht anderweitig entschädigt, in Abwesenheit des Patienten durch den behandelnen Psychologen/Psychotherapeuten, pro 1 Min. "
02.0210," Delegierte psychotherapeutische Behandlung in der Arztpraxis, Einzelsetting, pro 5 Min. "
02.0220," Delegierte psychotherapeutische Behandlung in der Arztpraxis, Paarsetting, pro 5 Min. "
02.0230," Delegierte psychotherapeutische Behandlung in der Arztpraxis, Familiensetting, pro 5 Min. "
02.0240," Delegierte psychotherapeutische Behandlung in der Arztpraxis, Gruppensetting, pro 5 Min. "
02.0250," Telefonische Konsultation durch delegierten Psychologen/Psychotherapeuten, pro 5 Min. "
02.0260,  -   
02.0261," Aktenstudium in Abwesenheit des Patienten durch delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0262," Erkundigungen bei Dritten in Abwesenheit des Patienten durch den delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0263," Auskünfte an Angehörige oder andere Bezugspersonen des Patienten in Abwesenheit des Patienten durch den delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0264," Besprechungen mit Therapeuten und Betreuern ausserhalb der regelmässigen Rapporte, in Abwesenheit des Patienten durch den delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0265," Auswertung von Tests in Abwesenheit des Patienten durch den delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0266," Verfassen von ausführlichen Berichten, sofern nicht anderweitig entschädigt, in Abwesenheit des Patienten durch den delegierten Psychologen/Psychotherapeuten, pro 1 Min. "
02.0310," Nichtärztliche ambulante Behandlung in der Psychiatrie, Einzelsetting, pro 5 Min. "
02.0320," Nichtärztliche ambulante Behandlung in der Psychiatrie, Paarsetting, pro 5 Min. "
02.0330," Nichtärztliche ambulante Behandlung in der Psychiatrie, Familiensetting, pro 5 Min. "
02.0340," Nichtärztliche ambulante Behandlung in der Psychiatrie, Gruppensetting, pro 5 Min. "
02.0350," Telefonische Konsultation durch nichtärztliches, behandelndes Personal in der Psychiatrie, pro 5 Min. "
02.0360," Leistungen in Abwesenheit des Patienten durch nichtärztliches, behandelndes Personal in der Psychiatrie, pro 5 Min. "
02.0410," Elektrokrampftherapie, Grundleistung "
02.0420," Elektrokrampftherapie, unabhängig der Anzahl Stimulationen innerhalb der Therapiesitzung "
03.0010,  -   
03.0015," Untersuchung durch den Facharzt für Kinder- und Jugendmedizin des Kindes/Jugendlichen bis 18 Jahre, pro 5 Min. "
03.0020," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 1. Monat "
03.0030," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 2. Monat "
03.0040," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 4. Monat "
03.0050," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 6. Monat "
03.0060," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, vom 9. bis 12. Monat "
03.0070," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, vom 15. bis 18. Monat "
03.0080," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 24. Monat "
03.0090," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 5. Jahr "
03.0100," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, ab 6 bis 7 Jahre "
03.0110," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, im 10. Jahr "
03.0120," Vorsorgeuntersuchungen gemäss Empfehlungen {SGP}'93, ab 14 bis 16 Jahre "
03.0130," Entwicklungspädiatrische Beratung beim Kind/Jugendlichen und Erwachsenen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin, pro 5 Min. "
03.0135," Entwicklungspädiatrische Untersuchung beim Kind/Jugendlichen und Erwachsenen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin, pro 5 Min. "
03.0210," Primäre Reanimation des Neugeborenen, pro 5 Min. "
03.0220," Erweiterte Reanimation des Neugeborenen, pro 5 Min. "
03.0230," Transport in der Isolette mit ärztlicher Betreuung, pro 5 Min. "
03.0240, Erstuntersuchung des Neugeborenen im Säuglingszimmer durch den Facharzt für Kinder- und Jugendmedizin 
03.0250, + Zuschlag für Untersuchung in der Isolette 
03.0260," Indirekte Fundoskopie beim Neugeborenen, beidseitig "
03.0270," Austauschtransfusion, partiell oder total, pro 5 Min. "
03.0310," Entwicklungspädiatrische Untersuchungen beim Kind bis 7 Jahre, partiell, pro 5 Min. "
03.0320," Entwicklungspädiatrische Untersuchungen beim Kind bis 7 Jahre, umfassend, pro 5 Min. "
03.0330," Entwicklungspädiatrische Untersuchungen beim Kind/Jugendlichen ab 7 bis 18 Jahre, partiell, pro 5 Min. "
03.0340," Entwicklungspädiatrische Untersuchungen beim Kind/Jugendlichen ab 7 bis 18 Jahre, umfassend, pro 5 Min. "
03.0410," Neuromotorische Untersuchungen beim Kind bis 7 Jahre, partiell, pro 5 Min. "
03.0420," Neuromotorische Untersuchungen beim Kind bis 7 Jahre, umfassend, pro 5 Min. "
03.0430," Neuromotorische Untersuchungen beim Kind/Jugendlichen ab 7 bis 18 Jahre, partiell, pro 5 Min. "
03.0440," Neuromotorische Untersuchungen beim Kind/Jugendlichen ab 7 bis 18 Jahre, umfassend, pro 5 Min. "
03.0510," Haut-Test, konfektioniert, perkutan (Prick, Scratch), bis 30 Tests, beim Kind/Jugendlichen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin "
03.0520," Tympanometrie, pro Seite, beim Kind/Jugendlichen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin "
03.0530," + Stapediusreflexmessung bei Tympanometrie, pro Seite, beim Kind/Jugendlichen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin "
03.0540," Untersuchung des weiblichen Genitale beim vorpubertären Kind, ohne Spekulum "
03.0550," + Zuschlag für Vaginalsekretentnahme bei Untersuchung der weiblichen Genitale beim vorpubertären Kind, ohne Spekulum "
03.0560," Registrierung otoakustischer Emissionen, beidseitig, beim Kind/Jugendlichen bis 18 Jahre durch den Facharzt für Kinder- und Jugendmedizin "
03.0570," + Zuschlag beim Kind bis 7 Jahre bei Registrierung otoakustischer Emissionen, beidseitig "
04.0010,  -   
04.0015," Untersuchung durch den Facharzt für Dermatologie bei Personen über 6 Jahren und unter 75 Jahren, pro 5 Min. "
04.0016," Untersuchung durch den Facharzt für Dermatologie bei Kindern unter 6 Jahren und Personen über 75 Jahren, pro 5 Min. "
04.0017," Untersuchung durch den Facharzt für Dermatologie bei Personen über 6 Jahren und unter 75 Jahren mit einem erhöhten Behandlungsbedarf, pro 5 Minuten "
04.0020, Provokation zur Bestimmung der Schweissdrüsenfunktion 
04.0030," Nicht operative Entnahme von Schleimhaut, Haut und Hautanhangsmaterial durch den Facharzt zwecks zytologischer/mikrobiologischer Untersuchung im Laboratorium (Bestandteil von 'Allgemeine Grundleistungen') "
04.0040," Nicht operative Entnahme und unmittelbare mikroskopische Untersuchung von Schleimhaut, Haut und Hautanhangsmaterial durch den Facharzt "
04.0050," Haut-Test, konfektioniert, epikutan, bis 30 Tests "
04.0060," + Haut-Test, konfektioniert, epikutan, bei mehr als 30 Tests "
04.0075," Test mit individuellem Testmaterial, epikutan, Grundleistung "
04.0076," + Aufbereitung von Testmaterial für Tests mit individuellem Testmaterial, pro 10 Min. "
04.0080," Photopatch-Test, pro Testreihe "
04.0090," Haut-Test, Alkaliresistenzprüfung (Bestandteil von 'Allgemeine Grundleistungen') "
04.0100," Haut-Test, konfektioniert, perkutan (Prick, Scratch), bis 30 Tests "
04.0110," + Haut-Test, konfektioniert, perkutan (Prick, Scratch), bei mehr als 30 Tests "
04.0125," Test mit individuellem Testmaterial, perkutan, Grundleistung "
04.0130," Intrakutaner Test (Quaddel), konfektioniert, bis 10 Tests "
04.0140," + Intrakutaner Test (Quaddel), konfektioniert, bei mehr als 10 Tests "
04.0155," Intrakutaner Test (Quaddel), mit individuellem Testmaterial, Grundleistung "
04.0160, Bestimmung der minimalen Erythemdosis ({MED}) 
04.0170, Dermatoskopische Volluntersuchung des Integuments 
04.0180," Biomikroskopische Untersuchung, Trichogramm "
04.0185, Ganzkörperfotografie zur Überwachung der Melanomentwicklung von Risikopatienten 
04.0186," Digitalisierte Dermatoskopie zur Überwachung von Pigmentflecken oder Körpermalen bei Risikopatienten, pro 5 Min. "
04.0190," Stanzbiopsie der Haut, erste Biopsie "
04.0200," + Stanzbiopsie der Haut, jede weitere Biopsie "
04.0210," Scharfes Abtragen von benignen Hautläsionen, bis 5 Läsionen "
04.0220," Scharfes Abtragen von benignen Hautläsionen, 6 bis 10 Läsionen "
04.0230," Scharfes Abtragen von benignen Hautläsionen, mehr als 10 Läsionen "
04.0240," Chemexfoliation, jede Region, unabhängig von Fläche "
04.0250, Photochemotherapie ({PUVA}) und Schmalspektrum - UVB - Phototherapie 
04.0260, Selektive Ultraviolett-Phototherapie ({SUP}) 
04.0270, Aknetoilette durch den Facharzt (Bestandteil von 'Allgemeine Grundleistungen') 
04.0280," Kryotherapie von benignen Hautläsionen/Schleimhautläsionen, jede Methode (exkl. {N2}) (Bestandteil von 'Allgemeine Grundleistungen') "
04.0290," Kryochirurgie ({N2}), benigne Hauttumoren/Präkanzerosen, bis 5 Läsionen "
04.0300," Kryochirurgie ({N2}) von benignen Hauttumoren/Präkanzerosen, mehr als 5 Läsionen "
04.0310," Kryochirurgie ({N2}) von Hämangiomen der Haut und Orifizien, pro Läsion "
04.0320," Kryochirurgie ({N2}) von malignen Hauttumoren im Gesicht/Genitale, bis 5 mm Durchmesser "
04.0330," Kryochirurgie ({N2}) von malignen Hauttumoren im Gesicht/Genitale, mehr als 5 mm Durchmesser "
04.0340," Kryochirurgie ({N2}) von malignen Hauttumoren in übrigen Regionen, bis 15 mm Durchmesser "
04.0350," Kryochirurgie ({N2}) von malignen Hauttumoren in übrigen Regionen, mehr als 15 mm Durchmesser "
04.0360," Elektrokauterisation, pro Läsion, jede Methode "
04.0370," Dermatologische Lasertherapie durch den Facharzt, erste 5 Min. "
04.0380," + Dermatologische Lasertherapie durch den Facharzt, jede weiteren 5 Min. "
04.0390," + Dermatologische Lasertherapie durch den Facharzt, letzte 5 Min. "
04.0460," Immuntherapie, Rush-Verfahren, erste Dosis "
04.0470," + Immuntherapie, Rush-Verfahren, jede weitere Dosis "
04.0490, Extrakorporelle Photophorese 
04.0510," Punktion, therapeutisch, oberflächlicher/subkutaner Prozess (Hämatom, Abszess, Zyste, Bursa usw.) (Bestandteil von 'Allgemeine Grundleistungen') "
04.0520," Inzision/Drainage oberflächlicher/subkutaner Prozess (Hämatom, Abszess, Zyste usw.) "
04.0530," Inzision/Drainage eines tiefer als subkutan gelegenen Prozesses (Hämatom, Abszess, Ödem) "
04.0540," Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): Gesicht, Hals (ohne Nacken), Hand, grösstes Exzisat kleiner als 2 cm², erstes Exzisat kleiner als 2 cm² "
04.0541," + Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): Gesicht, Hals (ohne Nacken), Hand, grösstes Exzisat kleiner als 2 cm², jede weitere Exzision kleiner als 2 cm² "
04.0542," + Umlagerung im Zusammenhang mit multifokalen Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): Gesicht, Hals (ohne Nacken), Hand, grösstes Exzisat kleiner als 2 cm² "
04.0550," Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): Gesicht, Hals (ohne Nacken), Hand, mehr als 2 cm² Exzisat, erste 2 cm² "
04.0560," + Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): Gesicht, Hals (ohne Nacken), Hand, mehr als 2 cm² Exzisat, jede weitere 2 cm² "
04.0570, + Zuschlag für Nachexzision innerhalb der gleichen operativen Versorgung 
04.0580," Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): übrige Regionen, grösstes Exzisat kleiner als 5 cm²,  erstes Exzisat kleiner als 5 cm² "
04.0581," + Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): übrige Regionen, grösstes Exzisat kleiner als 5 cm², jede weitere Exzision kleiner als 5 cm² "
04.0582," + Umlagerung im Zusammenhang mit multifokalen Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): übrige Regionen, grösstes Exzisat kleiner als 5 cm² "
04.0590," Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): übrige Regionen, mehr als 5 {cm2}, erste 5 {cm2} "
04.0600," + Exzision von Hautprozessen (Tumor, entzündliche Prozesse, Schmutztätowierung, Tätowierung, Narbenfläche): übrige Regionen, mehr als 5 {cm2}, jede weiteren 5 {cm2} "
04.0610," Exzision subkutaner Prozess: Gesicht, Hals (ohne Nacken), Hand, bis 2 cm Exzisat (max. Durchmesser) "
04.0620," + %-Zuschlag für Exzision eines histologisch nachgewiesenen kavernösen Hämangioms, Lymphangioms, Neurofibroms: Gesicht, Hals (ohne Nacken), Hand "
04.0630," Exzision subkutaner Prozess: Gesicht, Hals (ohne Nacken), Hand, mehr als 2 cm Exzisat, erste 2 cm (max. Durchmesser) "
04.0640," + Exzision subkutaner Prozess: Gesicht, Hals (ohne Nacken), Hand, mehr als 2 cm Exzisat, jede weitere 2 cm (max. Durchmesser) "
04.0650," + Beugesehnennaht primär/sekundär ausserhalb des Digitalkanals, pro Sehne, als Zuschlagsleistung "
04.0660," + Naht der Patellarsehne, als Zuschlagsleistung "
04.0670," + Sehnennaht am Unterschenkel, pro Sehne, durch den gleichen Zugang, als Zuschlagsleistung "
04.0680," + Naht u/o Plastik der Achillessehne, jede Methode, als Zuschlagsleistung "
04.0690," + Sehnennaht im Fussbereich, pro Flexorensehne, als Zuschlagsleistung "
04.0700," + Sehnennaht im Fussbereich, pro Extensorensehne, als Zuschlagsleistung "
04.0710," + Sehnenrekonstruktion mit Transplantat im Fussbereich, pro Sehne, als Zuschlagsleistung "
04.0720," + Sehnennaht, als Zuschlagsleistung "
04.0730," + Muskelnaht, oberflächlich, Adaption, als Zuschlagsleistung "
04.0740," + Muskelnaht, tief, Adaption, als Zuschlagsleistung "
04.0750," + Muskelsehnenplastik, oberflächlich, als Zuschlagsleistung "
04.0760," + Muskelsehnenplastik, tief, als Zuschlagsleistung "
04.0770," + Resektion einer Bursa im Ellbogenbereich, als Zuschlagsleistung "
04.0780," + Resektion einer Gelenkzyste/Sehnenzyste/tiefen oder oberflächlichen Bursa im Kniegelenkbereich, als Zuschlagsleistung "
04.0790," + Offene Versorgung einer Verletzung der peripheren tiefen venösen Gefässe, als Zuschlagsleistung "
04.0800," + Naht eines Nervenastes im Handbereich/Gesichtsschädel, als Zuschlagsleistung "
04.0810," + Naht eines Nervenastes ausserhalb Gesichtsbereich/Handbereich, pro Nervenast, als Zuschlagsleistung "
04.0820," + Naht u/o Dekompression eines Nervenstammes im Schulterbereich, als Zuschlagsleistung "
04.0830," + Zuschlag für jede weitere Nervennaht bei Naht eines Nervenstammes im Schulterbereich/Oberarmbereich, durch gleichen Zugang "
04.0840," + Naht eines Nervenstammes am proximalen Unterarm/Ellbogen, proximalen Unterschenkel/Knie, Oberarm und Oberschenkel, als Zuschlagsleistung "
04.0850," + Zuschlag für jede weitere Nervennaht bei Naht eines Nervenstammes am proximalen Unterarm/Ellbogen, proximalen Unterschenkel/Knie, Oberarm und Oberschenkel, durch gleichen Zugang "
04.0860," + Naht eines Nervenstammes am distalen Unterarm, Unterschenkel, als Zuschlagsleistung "
04.0870," Exzision subkutaner Prozess, übrige Regionen, bis 5 cm Exzisat (max. Durchmesser) "
04.0880," Exzision subkutaner Prozess, übrige Regionen, mehr als 5 cm Exzisat, erste 5 cm (max. Durchmesser) "
